Position	B.stacei	B.hybridumS	B.hybridumD	B.distachyon
61587	2	0	0	0
61622	2	0	0	0
61628	2	0	0	0
61629	1	0	0	0
61637	1	0	0	0
61643	1	0	0	0
61646	2	0	0	0
61653	3	0	0	0
61664	1	0	0	0
61665	2	0	0	0
61670	2	2	0	0
61673	2	0	0	0
61677	2	0	0	0
61678	2	0	0	0
61701	1	0	0	0
61702	1	0	0	0
61744	3	0	0	0
61745	1	0	0	0
61753	3	0	0	0
61756	3	0	0	0
61758	1	0	0	1
61761	3	0	0	0
61764	3	7	0	0
61765	1	0	0	0
61774	4	0	0	0
61778	1	0	0	0
61779	2	0	0	0
61782	1	0	0	0
61786	2	0	0	0
61791	1	0	0	0
61797	2	0	0	0
61808	5	0	0	0
61840	1	0	0	0
61942	1	0	0	0
62039	1	0	0	0
62092	2	0	0	0
62158	1	0	0	0
62169	2	0	0	0
62281	2	0	0	0
62318	2	0	0	0
62357	1	0	0	0
62360	1	0	0	0
62449	2	0	0	0
62483	1	0	0	0
62603	1	0	0	0
62802	1	0	0	0
62806	2	0	0	0
62820	1	0	0	0
62848	1	0	0	0
62849	3	0	0	0
62899	2	0	0	0
63048	2	0	0	0
63049	2	0	0	0
63053	1	0	0	0
63112	2	0	0	0
63113	5	0	0	0
63136	1	0	0	0
63162	1	0	0	0
63227	2	0	0	0
63235	1	0	0	0
63284	1	0	0	0
63285	1	0	0	0
63379	1	0	0	0
63400	1	0	0	0
63404	2	0	0	0
63436	1	0	0	0
63458	1	0	0	0
63483	3	1	0	0
63490	1	0	0	0
63491	2	1	0	0
63492	1	1	0	0
63493	4	0	0	0
63501	2	0	0	0
63502	2	0	0	0
63503	2	0	0	0
63504	4	0	0	0
63512	5	0	0	0
63513	3	0	0	0
63530	1	0	0	0
63537	4	0	0	0
63546	2	0	0	0
63556	2	0	0	0
63559	2	0	0	0
63580	2	0	0	0
63581	1	0	0	0
63585	1	0	0	0
63586	1	0	0	0
63588	2	0	0	0
63593	3	0	0	0
63601	1	0	0	0
63642	2	0	0	0
63656	1	0	0	1
63671	1	0	0	0
63691	1	0	0	0
63698	1	0	0	0
63729	1	0	0	0
63730	2	0	0	1
63782	2	0	0	0
63799	1	0	0	0
63839	5	0	0	0
63853	1	0	0	0
63854	4	0	0	0
63856	2	0	0	0
63872	1	0	0	0
63874	2	0	0	0
63877	1	0	0	0
63939	2	0	1	0
63944	1	0	0	0
63998	1	0	0	0
64013	2	0	0	0
64055	1	0	0	0
64078	2	0	0	0
64094	2	0	0	0
64099	1	0	0	0
64128	2	0	0	0
64133	2	0	0	0
64165	1	0	0	0
64170	2	0	0	0
64234	3	0	0	0
64235	6	0	0	0
64245	2	0	0	0
64285	1	0	0	0
64287	1	0	0	0
64291	1	0	0	0
64350	1	0	0	0
64370	1	0	0	0
64426	1	0	0	0
64462	2	0	0	0
64463	4	0	0	0
64479	1	2	0	0
64489	1	0	0	0
64491	1	0	0	1
64513	1	0	0	0
64560	1	0	0	1
64574	1	0	0	0
64602	2	0	0	0
64661	1	0	0	0
64669	1	0	0	0
64696	1	0	0	0
64709	5	0	0	0
64710	1	0	0	0
64715	1	0	0	0
64725	2	0	0	0
64752	1	1	0	0
64884	1	0	0	0
64886	1	0	0	0
64916	2	0	0	0
65000	1	0	0	0
65075	2	0	0	0
65078	1	0	0	0
65087	1	0	0	0
65115	1	0	0	0
65125	1	0	0	0
65148	1	0	0	0
65212	1	0	0	0
65217	2	0	0	0
65238	2	0	0	0
65251	1	0	0	0
65270	1	0	0	0
65273	1	0	0	1
65276	2	0	0	0
65300	1	0	0	0
65321	1	0	0	0
65371	1	0	0	0
65427	2	0	0	0
65428	2	0	0	0
65438	1	0	0	0
65442	1	0	0	0
65449	1	0	0	0
65454	1	0	0	0
65500	1	0	0	0
65516	2	0	0	0
65517	3	0	0	0
65538	1	0	0	0
65609	1	0	0	0
65610	2	0	0	0
65648	1	0	0	0
65677	1	0	0	0
65698	1	0	0	0
65742	2	0	0	0
65747	1	0	0	0
65923	1	0	0	0
65927	2	0	0	0
65930	2	0	0	0
65932	1	0	0	0
65936	2	0	0	0
66023	2	0	0	0
66026	2	0	0	0
66031	3	0	0	0
66038	1	0	0	0
66039	1	0	0	0
66054	1	0	0	0
66064	1	0	0	0
66065	2	0	0	0
66084	1	0	0	0
66085	2	0	0	0
66086	1	0	0	0
66172	1	2	0	0
66175	2	0	0	0
66272	2	0	0	0
66289	1	0	0	0
66306	2	0	0	0
66308	1	0	0	0
66346	1	0	0	0
66359	1	0	0	0
66365	1	0	0	0
66366	1	0	0	0
66367	1	0	0	0
66387	1	0	0	0
66388	1	0	0	0
66390	2	0	0	0
66413	2	1	0	0
66464	2	0	0	0
66473	1	0	0	0
66511	2	0	0	0
66512	2	0	0	0
66522	1	0	0	0
66528	4	0	0	0
66534	2	0	0	0
66536	2	0	0	0
66537	2	0	0	0
66538	2	0	0	0
66573	3	0	0	0
66629	1	0	0	0
66632	3	0	0	0
66633	1	0	0	0
66639	2	0	0	0
66659	1	0	0	0
66677	3	0	0	0
66680	2	0	0	0
66681	2	0	0	0
66699	1	6	0	0
66774	1	0	0	0
66802	1	0	0	0
66826	2	0	0	0
66878	2	0	0	0
66901	2	0	0	0
66921	2	0	0	0
66927	1	0	0	0
66952	2	0	0	0
67020	1	0	0	0
67082	2	0	0	0
67146	1	0	0	0
67151	1	0	0	0
67175	1	0	0	0
67186	1	0	0	0
67198	2	0	0	0
67237	2	0	0	0
67254	1	0	0	0
67262	2	0	0	0
67358	4	0	0	0
67359	1	0	0	0
67427	2	0	0	0
67518	3	0	0	0
67523	1	0	0	0
67542	2	0	0	0
67555	2	0	0	0
67567	2	0	0	0
67585	2	0	0	0
67592	1	0	0	0
67601	2	0	0	0
67672	1	0	0	0
67684	1	0	0	0
67701	1	0	0	0
67721	3	0	0	0
67730	2	0	0	0
67750	2	0	0	0
67753	1	0	0	0
67761	2	0	0	1
67801	2	0	0	0
67808	1	0	0	0
67809	1	0	0	0
67812	1	0	0	0
67821	1	0	0	0
67822	1	0	0	0
67832	1	0	0	0
67870	1	0	0	0
67992	2	0	0	0
68106	2	0	0	1
68239	1	0	0	0
68240	1	0	0	0
68255	2	0	0	0
68280	1	0	0	0
68281	1	0	0	0
68296	1	0	0	0
68302	2	0	0	0
68399	1	0	0	0
68429	2	0	0	0
68487	2	0	0	0
68516	1	0	0	0
68574	2	0	0	0
68600	1	0	0	0
68616	1	0	0	0
68658	2	0	0	0
68666	1	0	0	0
68671	1	0	0	0
68681	1	0	0	0
68686	1	0	0	0
68710	1	0	0	1
68711	1	0	0	1
68847	1	0	0	0
68866	2	0	0	0
68872	1	0	0	0
68913	2	0	0	0
69028	1	0	0	0
69099	1	0	0	1
69124	1	0	0	0
69153	2	0	0	0
69183	2	0	0	0
69195	2	0	0	0
69217	1	0	0	0
69233	1	0	0	0
69234	1	0	0	0
69236	4	0	0	0
69239	1	0	0	0
69274	1	0	0	0
69275	2	0	0	0
69314	1	0	0	0
69315	1	0	0	0
69321	1	0	0	0
69327	1	0	0	0
69328	1	0	0	0
69334	2	0	0	0
69337	1	0	0	0
69343	1	0	0	0
69347	2	0	0	0
69360	2	0	0	0
69366	1	0	0	1
69372	2	0	0	0
69374	1	0	0	0
69378	1	0	0	0
69380	2	0	0	0
69381	1	0	0	0
69387	1	0	0	0
69392	1	0	0	0
69394	1	0	0	0
69397	1	0	0	0
69410	1	0	0	0
69418	2	0	0	0
69420	2	0	0	0
69425	2	0	0	0
69428	2	0	0	0
69429	1	0	0	0
69437	2	0	0	0
69452	1	0	0	0
69478	1	0	0	0
69488	1	0	0	0
69491	2	0	0	0
69492	1	0	0	0
69495	1	0	0	0
69548	1	0	0	0
69553	1	0	0	0
69565	1	0	0	0
69640	4	0	0	0
69648	2	0	0	0
69680	1	0	0	0
69694	1	0	0	0
69696	1	0	0	0
69708	1	0	0	0
69711	2	0	0	0
69718	2	0	0	0
69720	1	0	0	0
69736	1	0	0	0
69848	2	0	0	0
69874	2	0	0	0
69904	2	0	0	0
69905	2	0	0	0
69909	1	0	0	0
69921	1	0	0	0
69930	1	0	0	0
69948	1	0	0	1
69949	2	0	0	0
69950	1	0	0	0
69951	2	0	0	0
69975	1	0	0	0
70246	2	0	0	0
70268	2	0	0	0
70269	1	0	0	0
70270	1	0	0	0
70344	1	0	0	0
70353	1	0	0	0
70413	1	0	0	0
70429	2	0	0	0
70538	2	0	0	0
70544	1	0	0	0
70642	1	0	0	0
70718	1	0	0	0
70719	2	0	0	0
70770	1	0	0	0
70780	3	0	0	0
70786	2	3	0	0
70798	1	0	0	0
70818	2	0	0	0
70928	1	0	0	0
70969	2	0	0	0
71024	2	0	0	0
71041	1	0	0	0
71044	1	0	0	0
71205	1	0	0	0
71209	1	0	0	0
71222	2	0	0	0
71242	1	0	0	0
71252	1	0	0	0
71352	1	0	0	0
71371	2	0	0	0
71372	2	0	0	0
71373	2	0	0	0
71382	8	0	0	0
71387	1	0	0	0
71430	1	0	0	0
71450	2	0	0	0
71471	1	0	0	0
71479	1	0	0	0
71548	1	0	0	0
71558	2	0	0	0
71612	2	0	0	0
71733	1	0	0	0
71734	1	0	0	0
71744	1	0	0	0
71833	1	0	0	0
71849	5	0	0	0
71852	1	0	0	0
71853	2	0	0	0
71855	1	0	0	0
71875	1	0	0	0
71877	1	0	0	0
71880	1	0	0	0
71886	4	0	0	0
71888	1	0	0	0
71889	1	0	0	0
71906	2	0	0	0
71914	2	0	0	0
71923	2	0	0	0
71929	1	0	0	0
71932	1	0	0	0
71936	1	0	0	0
71944	2	0	0	0
71954	2	0	0	0
71959	2	0	0	0
71998	2	0	0	0
72119	1	0	0	0
72155	1	0	0	0
72156	1	0	0	0
72165	1	0	0	0
72237	1	0	0	0
72265	1	0	0	0
72266	1	0	0	0
72303	2	0	0	0
72345	2	0	0	0
72347	1	0	0	0
72354	2	4	0	0
72394	3	0	0	0
72434	1	0	0	0
72474	1	4	0	0
72484	1	0	0	0
72526	1	0	0	0
72773	1	0	0	0
72780	1	0	0	0
72813	1	0	0	0
72816	2	0	0	0
72837	1	0	0	0
72840	2	0	0	0
72846	1	0	0	0
72899	2	0	0	0
72913	2	0	0	0
72943	2	0	0	0
72991	4	0	0	0
73003	5	0	0	0
73016	1	0	0	0
73032	1	0	0	0
73037	1	0	0	0
73052	2	0	0	0
73058	1	0	0	0
73067	1	0	0	0
73083	1	0	0	0
73084	2	0	0	0
73144	1	0	0	0
73159	1	0	0	0
73167	1	0	0	0
73175	1	0	0	0
73184	2	0	0	0
73223	2	0	0	0
73238	1	1	0	0
73304	2	0	0	0
73379	4	0	0	0
73397	1	0	0	0
73529	2	0	0	0
73582	2	0	0	0
73585	1	0	0	0
73591	1	0	0	0
73650	1	0	0	0
73653	1	0	0	0
73677	2	0	0	0
73734	1	0	0	0
73735	1	0	0	0
73758	2	0	0	0
73769	1	0	0	0
73858	2	0	0	0
73863	3	0	0	0
73868	1	0	0	0
73876	1	0	0	0
73883	2	6	0	0
73884	11	2	0	0
73886	1	0	0	0
73887	3	0	0	0
73890	3	0	0	0
73903	1	0	0	0
73915	1	0	0	0
73918	2	0	0	0
73924	2	0	0	0
73935	2	0	0	0
73943	2	0	0	1
73945	1	0	0	0
73955	1	0	0	0
73964	2	0	0	0
73981	1	0	0	0
73997	1	0	0	0
74108	1	0	0	0
74154	1	0	0	0
74180	1	0	0	0
74220	1	0	0	0
74291	1	0	0	0
74335	1	0	0	0
74375	1	0	0	0
74378	1	0	0	0
74409	2	0	0	0
74422	2	0	0	0
74425	1	0	0	0
74440	2	0	0	0
74475	1	0	0	1
74506	3	0	0	0
74508	2	0	0	0
74686	1	0	0	0
74847	1	0	0	0
74937	2	0	0	0
74956	1	0	0	0
74977	2	0	0	0
74982	3	0	0	0
75178	1	0	0	0
75197	2	0	0	0
75204	1	0	0	0
75400	2	0	0	0
75401	2	0	0	0
75422	1	0	0	0
75423	1	0	0	0
75453	1	0	0	0
75454	1	0	0	1
75467	2	0	0	0
75472	2	0	0	0
75473	1	0	0	5
75500	1	0	0	0
75610	1	0	0	0
75674	2	0	0	0
75762	1	0	0	0
75777	1	0	0	0
75837	2	0	0	0
75854	1	0	0	0
75918	1	0	0	0
75967	1	0	0	0
75976	1	0	0	0
75980	1	0	0	0
75981	1	0	0	0
75994	2	0	0	0
75996	1	0	0	0
76054	2	0	0	0
76073	1	0	0	0
76110	1	0	0	0
76217	1	0	0	0
76231	2	4	0	0
76276	1	0	0	0
76277	2	0	0	0
76283	4	0	0	0
76286	3	0	0	0
76294	3	0	0	0
76295	6	0	0	0
76313	2	0	0	0
76323	1	0	0	0
76329	3	0	0	0
76333	2	0	0	0
76345	2	0	0	0
76348	1	0	0	0
76350	1	0	0	0
76364	2	0	0	0
76373	1	0	0	0
76375	2	0	0	0
76376	4	0	0	0
76384	1	0	0	0
76385	2	0	0	0
76386	3	0	0	0
76387	2	0	0	0
76388	2	0	0	0
76410	2	0	0	0
76411	1	0	0	0
76414	1	0	0	0
76415	1	0	0	0
76420	1	0	0	0
76421	2	0	0	0
76425	2	0	0	0
76426	1	0	0	0
76428	4	0	0	0
76432	2	0	0	0
76441	2	0	0	0
76443	1	0	0	0
76444	2	0	0	0
76449	1	0	0	0
76450	3	0	0	0
76472	1	0	0	0
76483	2	0	0	0
76492	2	0	0	0
76554	2	0	0	0
76560	1	0	0	0
76592	1	0	0	0
76638	2	0	0	0
76696	2	0	0	0
76856	1	0	0	0
76866	2	0	0	0
76965	1	0	0	0
76991	2	0	0	0
76996	2	0	0	0
76997	2	0	0	0
77003	5	0	0	0
77009	2	0	0	0
77011	2	0	0	0
77014	1	0	0	0
77020	2	0	0	0
77037	2	0	0	0
77041	2	0	0	0
77042	2	0	0	0
77044	1	0	0	0
77046	1	0	0	0
77047	1	0	0	0
77065	5	0	0	0
77094	1	0	0	0
77178	2	0	0	0
77314	2	0	0	0
77352	1	0	0	0
77400	2	0	0	0
77418	1	0	0	0
77450	2	0	0	0
77494	2	0	0	0
77503	1	0	0	0
77545	2	0	0	0
77550	1	0	0	0
77551	2	3	0	0
77552	1	6	0	0
77554	1	6	0	0
77561	2	0	0	0
77563	4	0	0	0
77570	1	0	0	0
77583	2	0	0	0
77588	2	0	0	0
77608	1	0	0	0
77635	2	0	0	0
77636	2	0	0	0
77643	1	0	0	0
77644	2	0	0	0
77649	1	0	0	0
77650	2	0	0	0
77655	1	0	0	0
77667	1	0	0	0
77675	1	0	0	0
77679	1	0	0	0
77701	2	0	0	0
77724	1	0	0	0
77725	2	0	0	0
77738	1	0	0	0
77763	2	0	0	0
77823	1	0	0	0
77838	1	0	0	0
77898	1	0	0	0
77982	1	0	0	0
77988	1	0	0	0
78092	1	0	0	0
78105	1	0	0	0
78120	1	0	0	0
78184	2	0	0	0
78197	1	0	0	0
78204	1	0	0	0
78277	2	0	0	0
78293	1	0	0	0
78298	1	0	0	0
78322	1	0	0	0
78323	2	0	0	0
78336	1	0	0	0
78407	1	0	0	0
78421	1	0	0	0
78438	1	0	0	0
78477	1	0	0	0
78650	1	0	0	0
78687	1	0	0	0
78731	2	0	0	0
78733	2	0	0	0
78755	2	0	0	0
78761	1	0	0	0
78762	2	0	0	0
78769	1	0	0	0
78770	4	0	0	0
78777	1	0	0	0
78778	4	0	0	0
78782	2	0	0	0
78783	3	0	0	0
78796	2	0	0	0
78802	3	0	0	0
78808	2	0	0	0
78815	1	0	0	0
78845	1	0	0	0
78854	4	0	0	0
78855	6	0	0	0
78867	2	0	0	0
78885	2	0	0	0
78909	3	0	0	0
78914	1	0	0	0
78920	1	0	0	0
78926	1	0	0	0
78929	1	0	0	0
78953	2	0	0	0
79002	1	0	0	0
79025	1	0	0	0
79077	2	0	0	0
79097	1	0	0	0
79168	1	0	0	0
79193	3	0	0	0
79203	1	0	0	0
79247	1	0	0	0
79254	1	0	0	0
79270	1	0	0	0
79271	3	0	0	0
79276	1	0	0	0
79282	1	0	0	0
79289	1	0	0	0
79308	2	0	0	0
79319	3	0	0	0
79322	1	0	0	0
79350	2	0	0	0
79355	1	0	0	0
79362	1	0	0	0
79364	1	0	0	0
79373	2	4	0	0
79442	1	0	0	0
79500	1	0	0	0
79505	1	0	0	0
79535	1	0	0	0
79542	3	0	0	0
79547	1	0	0	0
79548	3	0	0	0
79552	2	0	0	0
79555	1	0	0	0
79594	2	0	0	0
79619	2	0	0	0
79623	2	0	0	0
79624	2	0	0	0
79642	1	0	0	0
79657	1	0	0	0
79659	1	0	0	0
79663	2	0	0	0
79669	1	0	0	0
79696	1	0	0	0
79710	1	0	0	0
79727	1	1	0	0
79732	1	0	0	0
79733	2	0	0	0
79738	1	0	0	0
79745	1	0	0	0
79801	2	0	0	0
79808	1	0	0	0
79809	2	0	0	0
79819	2	0	0	0
79825	4	0	0	0
79826	2	0	0	0
79830	1	0	0	0
79834	2	0	0	0
79837	2	0	0	0
79841	2	6	0	0
79857	2	0	0	0
79861	1	0	0	0
79904	2	0	0	0
79905	2	0	0	0
79907	1	0	0	0
79921	1	0	0	0
79946	1	0	0	0
79952	1	0	0	0
79981	2	0	0	0
79990	1	0	0	0
80032	1	0	0	0
80058	4	0	0	0
80064	1	0	0	0
80069	1	0	0	0
80081	1	1	0	0
80109	1	0	0	0
80130	3	0	0	0
80136	1	0	0	0
80139	1	0	0	0
80140	1	0	0	0
80142	1	0	0	0
80160	2	0	0	0
80161	1	0	0	0
80172	2	0	0	0
80204	1	0	0	0
80206	2	0	0	0
80209	1	0	0	0
80234	1	0	0	0
80239	3	0	0	0
80243	2	0	0	0
80271	2	0	0	0
80277	1	0	0	0
80279	1	0	0	0
80291	1	0	0	0
80322	2	0	0	0
80331	2	0	0	0
80346	1	0	0	0
80349	1	0	0	0
80350	2	0	0	0
80351	1	0	0	0
80373	1	0	0	0
80414	3	0	0	0
80420	1	0	0	0
80423	1	0	0	0
80441	1	0	0	0
80450	2	0	0	0
80490	2	0	0	0
80507	2	0	0	0
80514	2	0	0	0
80582	2	0	0	0
80591	2	0	0	0
80607	1	0	0	0
80617	1	0	0	0
80619	1	0	0	0
80669	1	0	0	0
80723	1	0	0	0
80885	2	0	0	0
80892	1	0	0	0
80939	1	0	0	1
80940	1	0	0	0
80941	6	0	0	0
80943	2	0	1	0
80948	1	0	0	0
80953	2	0	0	0
80954	2	0	0	0
80956	2	0	0	0
80959	3	0	0	0
80965	1	0	0	0
80974	2	0	0	0
80976	2	0	0	0
81018	2	0	0	0
81041	1	0	0	0
81060	2	0	0	0
81076	1	0	0	0
81097	1	0	0	0
81102	1	0	0	0
81110	2	0	0	0
81133	1	0	0	0
81175	1	0	0	0
81241	1	0	0	0
81260	1	5	0	0
81262	1	0	0	0
81290	2	0	0	0
81294	1	0	0	0
81324	1	0	0	0
81344	1	0	0	0
81345	1	0	0	0
81466	1	3	0	0
81555	2	0	0	0
81556	2	0	0	0
81578	3	0	0	0
81652	4	0	0	0
81953	1	0	0	0
82262	2	0	0	0
82687	1	0	0	0
82882	2	0	0	0
82887	2	0	0	0
82948	1	0	0	0
83037	7	0	0	0
83060	2	0	0	0
83061	10	0	0	0
83111	2	0	0	0
83112	11	0	0	0
83367	2	0	0	0
83378	1	0	0	0
83403	2	0	0	0
83488	2	0	0	0
84423	3	0	0	0
84474	3	0	0	0
85637	1	0	0	0
85758	2	0	0	0
86556	2	0	0	0
86561	1	0	0	0
86576	1	0	0	0
86577	1	0	0	0
86584	2	0	0	0
86592	2	0	0	0
86596	3	0	0	0
86625	1	0	0	0
86626	1	0	0	0
87427	3	0	0	0
87597	2	0	0	0
87608	2	0	0	1
87609	2	0	0	1
87619	2	0	0	0
87638	2	0	0	0
87639	5	0	0	1
87641	3	0	0	1
87653	1	0	0	0
87678	1	0	0	1
87682	1	0	0	0
87689	2	0	0	0
88121	2	0	0	0
88170	6	0	0	0
88963	1	0	0	0
89037	3	0	0	0
89038	4	0	0	0
89039	3	0	0	0
89040	4	0	0	0
89041	2	0	0	0
89076	1	0	0	0
89077	2	0	0	0
89078	2	0	0	0
89273	2	0	0	0
89286	2	0	0	0
89287	2	0	0	0
89312	2	0	0	0
89327	2	0	0	0
89328	2	0	0	0
89334	1	0	0	0
89335	1	0	0	0
89338	2	0	0	0
89339	2	0	0	0
89342	3	0	0	0
89347	1	0	0	0
89348	2	0	0	0
89359	2	10	0	0
89363	1	0	0	0
89373	3	0	0	0
89401	1	0	0	0
89411	1	0	0	0
89413	1	0	0	0
89414	1	0	0	0
89420	1	0	0	0
89421	1	0	0	0
89425	2	0	0	0
89433	1	0	0	0
89455	1	0	0	0
89468	2	0	0	0
89469	1	0	0	0
89471	1	0	0	0
89672	2	0	0	0
89706	2	0	0	0
90972	2	0	0	0
91106	1	0	0	0
91441	3	0	0	0
92098	2	0	0	0
92109	1	0	0	0
92259	3	0	0	0
92261	3	0	0	0
92277	3	0	0	0
92295	1	0	0	0
92296	1	0	0	0
92301	1	0	0	0
92337	3	0	0	0
92342	2	0	0	0
92402	1	0	0	0
92488	2	0	0	0
92547	1	0	0	0
92548	1	0	0	0
92573	3	0	0	0
92607	2	0	0	0
92608	1	0	0	0
92663	2	0	0	0
92769	1	0	0	0
92809	1	0	0	0
92810	2	0	0	0
92857	3	0	0	0
92875	1	0	0	0
92909	1	0	0	0
92919	1	0	0	0
92938	1	0	0	0
92949	1	0	0	0
92974	2	0	0	0
92982	1	0	0	0
92997	1	0	0	0
93008	2	0	0	0
93009	2	0	0	0
93013	1	0	0	0
93042	2	0	0	0
93060	2	0	0	0
93080	2	0	0	0
93098	2	0	0	0
93099	1	0	0	0
93100	2	0	0	0
93115	2	0	0	0
93118	2	0	0	0
93130	2	0	0	0
93158	2	0	0	0
93206	3	0	0	0
93294	2	0	0	0
93315	3	0	0	0
93374	2	0	0	0
93449	2	0	0	0
93459	1	0	0	0
93460	1	0	0	0
93507	2	0	0	0
93602	2	0	0	0
93695	2	0	0	0
93741	2	0	0	0
93795	1	0	0	0
93914	3	6	0	0
93975	3	0	0	0
94227	5	0	0	0
94228	2	0	0	0
94281	2	0	0	0
94282	2	0	0	0
94550	2	0	0	0
94655	1	0	0	0
94658	2	0	0	0
94773	2	0	0	0
94911	2	0	0	0
94980	1	0	0	0
95020	2	0	0	0
95022	5	0	0	0
95023	3	0	0	0
95066	2	0	0	0
95084	1	0	0	0
95330	1	0	0	0
95483	2	0	0	0
95651	1	0	0	0
95686	1	0	0	0
95918	2	0	0	0
95919	2	0	0	0
96055	2	0	0	0
96243	1	0	0	0
96284	1	0	0	0
96332	6	0	0	0
96333	3	0	0	0
96491	2	0	0	0
96520	4	0	0	0
96735	1	0	0	0
96755	3	0	0	0
96908	3	0	0	0
96922	2	0	0	0
97034	2	0	0	0
97127	2	0	0	0
97205	1	0	0	0
97214	6	0	0	0
97320	3	0	0	0
97367	1	0	0	0
97403	3	0	0	0
97484	2	0	0	0
97492	2	0	0	0
97512	2	0	0	0
97557	2	0	0	0
97618	3	0	0	0
97776	2	0	0	0
97984	3	0	0	0
98089	3	0	0	0
98196	2	0	0	0
98349	1	0	0	0
98353	2	0	0	0
98358	2	0	0	0
98396	1	0	0	0
98459	4	0	0	0
98525	1	0	0	0
98526	1	0	0	0
98635	2	0	0	0
98656	2	0	0	0
98752	5	0	0	0
98831	2	0	0	0
98832	2	0	0	0
98872	2	0	0	0
98928	1	0	0	0
98937	1	0	0	0
98944	2	0	0	0
98953	1	0	0	0
98972	2	0	0	0
98988	2	0	0	0
99000	1	0	0	0
99006	1	0	0	0
99031	1	0	0	0
99054	2	0	0	0
99084	1	0	0	0
99101	2	0	0	0
99128	2	0	0	0
99131	2	0	0	0
99204	2	0	0	0
99220	2	0	0	0
99224	3	0	0	0
99226	3	0	0	0
99537	1	0	0	0
99643	5	0	0	0
99731	3	0	0	0
99758	2	0	0	0
99804	1	0	0	0
99827	2	0	0	0
99858	2	0	0	0
99869	2	0	0	0
99888	2	0	0	0
99920	3	0	0	0
99921	2	0	0	0
99948	2	0	0	0
99955	2	0	0	0
100014	1	0	0	0
100022	2	0	0	0
100023	1	0	0	0
100026	2	0	0	0
100096	1	0	0	0
100193	1	0	0	0
100508	3	0	0	0
100538	1	0	0	0
100749	1	0	0	0
101137	1	0	0	0
101712	2	0	0	0
101947	1	0	0	0
102391	1	0	0	0
102392	1	0	0	0
102432	2	0	0	0
102450	2	0	0	0
102721	2	0	0	0
102756	2	0	0	0
102757	1	0	0	0
102758	1	2	0	0
102759	1	4	0	0
102767	2	0	0	0
102773	2	0	0	0
102777	3	0	0	0
102791	2	0	0	0
102792	2	0	0	0
102798	1	0	0	0
102827	2	0	0	0
102853	2	0	0	0
102854	4	0	0	0
102858	1	0	0	0
102863	1	0	0	0
103044	2	0	0	0
103086	1	0	0	0
103359	2	0	0	0
103394	2	0	0	0
103450	1	0	0	1
103584	1	0	0	0
103620	2	0	0	0
103785	2	0	0	0
103809	1	0	0	0
103957	1	0	0	0
103958	1	0	0	0
103988	1	1	0	0
104420	1	2	0	0
104432	1	0	0	0
104450	2	0	0	0
104625	1	0	0	0
104815	1	0	0	0
104830	2	0	0	0
104864	1	0	0	0
104865	1	0	0	0
104897	1	0	0	0
105114	1	0	0	0
105118	1	0	0	0
105123	3	0	0	0
105149	1	0	0	0
105189	1	0	0	0
105199	1	0	0	0
105201	4	0	0	0
105202	5	0	0	0
105250	2	0	0	0
105258	1	0	0	0
105328	1	0	0	0
105367	1	0	0	0
105393	1	0	0	0
105480	2	0	0	0
105503	1	0	0	0
105507	1	0	0	0
105509	2	0	0	0
105513	1	0	0	0
105555	1	0	0	0
105937	2	0	0	0
105954	1	1	0	0
106073	1	0	0	0
106171	2	0	0	0
106185	1	0	0	0
106219	1	0	0	0
106222	1	0	0	0
106240	3	0	0	0
106241	2	0	0	0
106275	4	0	0	0
106312	2	0	0	0
106326	2	0	0	0
106339	1	0	0	0
106341	1	0	0	0
106362	2	0	0	0
106371	1	0	0	0
106378	1	0	0	0
106407	1	0	0	0
106421	2	0	0	0
106476	2	0	0	0
106498	1	0	0	0
106509	1	0	0	0
106555	1	0	0	0
106589	1	0	0	0
106632	1	0	0	0
106699	3	0	0	0
106704	2	0	0	0
106723	1	0	0	0
106887	1	0	0	0
106942	1	0	0	0
107082	1	0	0	0
107172	1	4	0	0
107205	2	0	0	0
107257	1	0	0	0
107306	2	0	0	0
107348	3	0	0	0
107452	1	0	0	0
107456	1	0	0	0
107573	1	0	0	0
107615	3	0	0	0
107617	3	0	0	0
107741	1	0	0	0
107941	2	4	0	0
108019	1	0	0	0
108102	1	0	0	0
108106	3	0	0	0
108124	1	0	0	0
108128	2	0	0	0
108134	1	0	0	0
108163	1	0	0	0
108169	1	0	0	0
108171	1	0	0	0
108241	1	0	0	0
108253	1	0	0	0
108304	1	0	0	0
108489	1	0	0	0
108635	2	0	0	0
108732	2	0	0	0
108748	1	0	0	0
108756	2	0	0	0
108795	1	0	0	0
108801	1	0	0	0
108842	2	0	0	0
109316	1	0	0	0
109317	1	0	0	0
109328	1	0	0	0
109337	1	0	0	0
109390	2	0	0	0
109394	1	0	0	0
109397	1	0	0	0
109408	1	0	0	0
109614	2	0	0	0
109636	2	0	0	0
109676	1	0	0	0
110240	1	0	0	0
110315	2	0	0	0
110563	2	0	0	0
110569	3	0	0	0
110572	4	0	0	0
110605	1	0	0	0
110627	2	0	0	0
110662	1	0	0	0
110681	1	0	0	0
110689	1	0	0	0
111003	3	0	0	0
111007	1	0	0	0
111199	1	0	0	0
111258	1	0	0	0
111288	2	0	0	0
111309	1	1	0	0
111653	2	0	0	0
111775	1	0	0	0
111790	1	0	0	0
111852	1	0	0	0
112038	1	0	0	0
112158	1	0	0	0
112379	1	0	0	0
112411	1	0	0	0
112447	2	0	0	0
